,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
809,2-s2.0-78650383552,10.1039/c0dt00858c,,21113538,"Heteronuclear (Co-Ca, Co-Ba) 2,3-pyridinedicarboxylate complexes: Synthesis, structure and physico-chemical properties",ar,Article,Lazarescu A.,60078585;60071838;60071831;60071828;60016809;60014168;60003138,"Institut de Physique des Matériaux, Bucarest-Magurele;State University of Moldova;Institute of Applied Physics Academy of Sciences of Moldava;Academy of Sciences of Moldova;Universidad de Zaragoza;Uniwersytet im. Adama Mickiewicza w Poznaniu;Universidad de Córdoba",Bucarest-Magurele;Chisinau;Chisinau;Chisinau;Zaragoza;Poznan;Cordoba,Romania;Moldova;Moldova;Moldova;Spain;Poland;Spain,11,"Lazarescu, Ana;Shova, Sergiu;Bartolome, Juan;Alonso, Pablo;Arauzo, Ana;Balu, Alina M.;Simonov, Yuri A.;Gdaniec, Maria;Turta, Constantin;Filoti, George;Luque, Rafael",6603381031;6701404110;55521492200;7102303021;6507972992;22940159800;55220291100;7005095552;6603827728;7005061381;26643003700,60071828;60071838-60071831;60016809;60016809;60016809;60003138;60071831;60014168;60071828;60078585;60003138,2011-01-14,14 January 2011,Dalton Transactions,14779226,9500153949,14779234,Journal,40,2,,463-471,"Three pyridine 2,3-dicarboxylate complexes have been synthesized and characterized by IR spectroscopy, thermal analysis and single crystal X-ray diffractometry. Their magnetic properties have also been studied by EPR and magnetisation measurements. The decomposition of such complexes in air leads to the generation of mixed metal oxides, as confirmed by powder X-ray diffraction. © 2011 The Royal Society of Chemistry.",,24,0,,,,undefined,
810,2-s2.0-80455177228,10.1039/c1gc15908a,,,Valorisation of corncob residues to functionalised porous carbonaceous materials for the simultaneous esterification/transesterification of waste oils,ar,Article,Arancon R.A.,60071496;60018940;60003138,Xavier University - Ateneo de Cagayan;Universidad Rey Juan Carlos;Universidad de Córdoba,Cagayan de Oro;Madrid;Cordoba,Philippines;Spain;Spain,5,"Arancon, Rick Arneil;Barros, Higinio R.;Balu, Alina M.;Vargas, Carolina;Luque, Rafael",54082752300;54082682700;22940159800;11539636200;26643003700,60071496;60071496;60003138;60018940;60003138,2011-01-11,11 January 2011,Green Chemistry,14639262,24069,14639270,Journal,13,11,,3162-3167,"Functionalised porous carbonaceous materials prepared from the controlled pyrolysis of corncobs were found to provide excellent activities in the simultaneous esterification/transesterification of highly acidic waste oils to biodiesel-like mixtures. Materials carbonised at 600 °C (mostly microporous) containing –SO3H groups (ca. 1 wt% S, 0.16 mmol g−1–SO3H) exhibited the optimum yields (>95%) to fatty acid methyl esters after 6 h of reaction. © 2011 The Royal Society of Chemistry.",,71,0,,,,undefined,
811,2-s2.0-80455176676,10.1039/c1gc15741h,,,Heterogeneously catalysed Strecker-type reactions using supported Co(II) catalysts: Microwave vs. conventional heating,ar,Article,Rajabi F.,60027666;60027546;60003138,Sharif University of Technology;Payame Noor University;Universidad de Córdoba,Tehran;Tehran;Cordoba,Iran;Iran;Spain,7,"Rajabi, Fatemeh;Nourian, Saghar;Ghiassian, Sara;Balu, Alina M.;Saidi, Mohammad Reza;Serrano-Ruiz, Juan Carlos;Luque, Rafael",57203122491;37014651300;57196358481;22940159800;7102202840;55897688200;26643003700,60027546;60027666;60027666;60003138;60027666;60003138;60003138,2011-01-11,11 January 2011,Green Chemistry,14639262,24069,14639270,Journal,13,11,,3282-3289,A range of α-aminonitriles could be efficiently prepared from various aldehydes/ketones and primary or secondary amines using a highly active and stable Co(II) complex supported on different mesoporous supports at both room temperature and low temperature microwave irradiation under solventless conditions. Catalysts were also highly reusable under the investigated reaction conditions and could be reused at least 10 times without loss of catalytic activity. © 2011 The Royal Society of Chemistry.,,37,0,,,,undefined,
812,2-s2.0-80053513229,10.1039/c1gc15692f,,,Magnetically separable nanocomposites with photocatalytic activity under visible light for the selective transformation of biomass-derived platform molecules,ar,Article,Balu A.M.,60103742;60010844;60004505;60003138,CSIC - Instituto de Quimica Avanzada de Cataluna (IQAC);Universitat d'Alacant;US EPA National Risk Management Research Laboratory;Universidad de Córdoba,Barcelona;Alicante;Cincinnati;Cordoba,Spain;Spain;United States;Spain,7,"Balu, Alina M.;Baruwati, Babita;Serrano, Elena;Cot, Jaume;Garcia-Martinez, Javier;Varma, Rajender S.;Luque, Rafael",22940159800;9238975800;57194093078;6603797519;57222219411;7201793587;26643003700,60003138;60004505;60010844;60103742;60010844;60004505;60003138-60004505,2011-01-10,10 January 2011,Green Chemistry,14639262,24069,14639270,Journal,13,10,,2750-2758,"Novel magnetically separable TiO2-guanidine-(Ni, Co)Fe2O4 nanomaterials were prepared and characterised by a series of techniques including XRD, SEM, TEM, N2 physisorption as well as XPS and subsequently tested for their photocatalytic activities in the selective transformation of malic acid in aqueous solution. The modification with guanidine, which remarkably decreases the band gap of the metal oxide, was found to have a significant effect in the photocatalytic activity of the materials under visible light, showing a remarkably superior activity to that of the commercial Degussa P25. These materials are also envisaged to have interesting photocatalytic activities under sunlight. © 2011 The Royal Society of Chemistry.",,88,0,,,,undefined,
813,2-s2.0-85048628509,,,,Supported metal nanoparticles in catalysis,ch,Book Chapter,Luque R.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,1,"Luque, Rafael",26643003700,60016418-60003138,2011-01-01,1 January 2011,Advances in Nanotechnology,,21100864719,,Book,7,,,1-44,"Metal nanoparticles (MNP) have attracted much attention over the last decade due to their potential tuneability in terms of size, shape and activity. The control of the nanoparticle properties, with particular respect to shape, size, and dispersity, is imperative as this will determine the activity in the desired application. Key features including the support, reductant and/or stabilisers employed in their preparation and their stability and toxicity in human/animal tissues have been extensively investigated over the last few years. This review is intended to be a contribution towards the stateof- the-art and future of the preparation of supported MNP in view of their applications in catalysis. The main protocols for the preparation of MNP and their catalytic activity will be revised and future prospects and work that must be done in the field of MNP will be commented.",,0,0,,,,undefined,
814,2-s2.0-84941299629,10.1533/9780857090492.1.3,B9781845696795500012,,Introduction: An overview of biofuels and production technologies,ch,Book Chapter,Luque R.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,3,"Luque, Rafael;Campelo, Juan M.;Clark, James H.",26643003700;7004519315;57218227445,60003138;60003138;60016418,2011-01-01,2011,Handbook of Biofuels Production: Processes and Technologies,,21100962644,,Book,,,,3-12,,,9,0,,,,RYC-2009-04199,
815,2-s2.0-84941274350,10.1533/9780857090492.2.160,B9781845696795500073,,Production of glycerol-free and alternative biodiesels,ch,Book Chapter,Macario A.,60020261;60003138,Università della Calabria;Universidad de Córdoba,Rende;Cordoba,Italy;Spain,6,"Macario, A.;Giordano, G.;Bautista, F. M.;Luna, D.;Luque, Rafael;Romero, A. A.",8445758400;57204645152;7003887542;24475210000;26643003700;7202648299,60020261;60020261;60003138;60003138;60003138;60003138,2011-01-01,2011,Handbook of Biofuels Production: Processes and Technologies,,21100962644,,Book,,,,160-176,"In this chapter, the characteristics of novel type of biofuels integrating glycerol into their composition are described. The advantages of using biofuels integrating glycerol (Ecodiesel®, DMC-Biod®, Gliperol®) and the respective technologies to produce them are reported. In addition, the production of high-quality diesel fuel from vegetable oils by hydrotreating of triglycerides in conventional oil refineries is, also, reported.",DMC-Biod | Ecodiesel | Gliperol | Hydrotreating of triglycerides,0,0,,,,undefined,
816,2-s2.0-84895355582,,,,Jatropha curcas (L): A promising biofuel plant. Current status and future prospects,ch,Book Chapter,Verdugo C.,60070382;60003138;113004005,Universidad de Ciego de Avila;Universidad de Córdoba;Seneca Green Catalyst S.L.,Moron;Cordoba;Cordoba,Cuba;Spain;Spain,7,"Verdugo, Cristóbal;Luque, Rafael;Luna, Diego;Escalona, Maritza;Sagarra, Fernando;Daquinta, Marcos;Hidalgo, Jose M.",57216970761;26643003700;24475210000;6701914840;41361773300;6506570229;56716613300,60003138;60003138;60003138;60070382;60070382;60070382;113004005,2010-12-01,2010,"Jatropha Curcas as a Premier Biofuel: Cost, Growing and Management",,21100291368,,Book,,,,1-40,"Among the oil-bearing tree species, Jatropha curcas is currently becoming an interesting crop for the production of biodiesel due to some of its interesting properties including resistance to drought, possibility to grow well and quickly on marginal lands without much fertiliser inputs and the need for only moderate rainfall. Jatropha seeds are rich sources of hydrocarbons (27.0 to 48.5 % oil content) and the kernels can yield 46-58% of semidry oil. Information on various biofuel feedstocks indicate this non-edible oilseed plant could be converted to efficient biofuel crops by biotechnologically rendering it less toxic. A major concern for the extended use of jatropha seems to be the lack of knowledge on its potential yield under sub-optimal and marginal conditions. The introduction of jatropha for varied purposed faced a limited success due to unreliable seeds and oils yields and low economic returns. Despite considerable investments and project being undertaken in many countries, there is a lack of reliable scientific data on the agronomy of jatropha with poorly documented information on relationship among yields and variables including soil, climate, crops management and genetic material is poorly documented. In this work, we report a series of biotechnological methodologies to selection, in vitro propagation and plant breeding of jatropha curcas for the sustainable production of biodiesel. An overview of the currently available information on the different research on the production of biodiesel using jatropha al raw material is also given in terms of catalysts and possible non-edible feedstocks to be utilised in the process. The most promising methodology may be the use of biocatalysts with the addition of acyl acceptors different to short alcohols because this addresses the problem by opening the possibility of obtaining a second generation of biodiesel that integrates glycerol into the biofuels composition. © 2010 Nova Science Publishers, Inc. All rights reserved.",,1,0,,,,undefined,
817,2-s2.0-84882836858,10.1016/B978-0-12-374420-3.00123-6,B9780123744203001236,,Effect of Olive Oil on the Skin,ch,Book Chapter,Badiu D.,60016418;60011520;105932550,University of York;King's College London;Ovidius University of Constanza,York;London;,United Kingdom;United Kingdom;,3,"Badiu, Diana;Luque, Rafael;Rajendram, Rajkumar",22940452000;26643003700;56015988900,105932550;60016418;60011520,2010-12-01,2010,Olives and Olive Oil in Health and Disease Prevention,,21100254778,,Book,,,,1125-1132,"The popularity of cosmetics derived from natural sources is increasing. Such products are ecologically ""ethical"" and are effective and safe to use. Vitamin E is the main lipophilic antioxidant that inhibits peroxidation, especially if associated with ""natural"" moisturizers such as the lipids in olive oil and olive extract. Vegetable oils containing EFAs have proven to be of great use in the production of cosmetics as either active incipient or raw materials for the synthesis of novel compounds. EFAs are easily integrated into the skin's hydro-lipid film and are nourishing, moisturizing, and protective. Some of these substances have been used for centuries yet can still meet the needs of today's consumers. Apart from their moisturizing and soothing effects, and anti-inflammatory and immune-modulatory function, these products reduce aging of the skin with their antioxidant, stabilizing action on the cellular membranes. Treatment with olive oil has no side effects. Olive oil does not burn or traumatize the skin. Several synthetic compounds have been used in the development of cosmetics to adulterate the many essential oils derived from natural sources; however, lessons must be learned from the previous failures of organic chemistry. Environmentally polluting chemicals approved by the Department of Transportation (DOT) were initially claimed to be safe. Several pharmaceutical drugs have been licensed only to be subsequently withdrawn due to their serious side effects. These failures demonstrate that although chemical principles may be useful in the development of synthetic cosmetics, the potential for serious side effects must be considered. © 2010 Copyright © 2010 Elsevier Inc. All rights reserved.",,9,0,,,,undefined,
818,2-s2.0-79953755586,10.2174/157017910794328574,,,C-C and C-X couplings in organic synthesis part 1. C-C couplings,ed,Editorial,Luque R.,60003138,Universidad de Córdoba,Cordoba,Spain,1,"Luque, Rafael",26643003700,60003138,2010-12-01,December 2010,Current Organic Synthesis,15701794,4700152613,,Journal,7,6,,532,,,0,0,,,,undefined,
819,2-s2.0-79953752246,10.2174/157017910794328547,,,Towards greener and more efficient C-C and C-heteroatom couplings: Present and future,ar,Article,Vargas C.,60018940;60016418;60003138,Universidad Rey Juan Carlos;University of York;Universidad de Córdoba,Madrid;York;Cordoba,Spain;United Kingdom;Spain,6,"Vargas, Carolina;Balu, Alina Mariana;Campelo, Juan Manuel;Gonzalez-Arellano, Camino;Luque, Rafael;Romero, Antonio Angel",11539636200;22940159800;7004519315;6507019945;26643003700;7202648299,60018940;60003138;60003138;60016418;60003138;60003138,2010-12-01,December 2010,Current Organic Synthesis,15701794,4700152613,,Journal,7,6,,568-586,"C-C and C-Heteroatom couplings are among the most relevant processes in Organic Synthesis. These reactions can provide access to a wide range of carbon-carbon and carbon-heteroatom scaffolds that find applications in many different areas including agriculture, pharmacy, medicine, cosmetics and natural products. Current societýs driving force towards more efficient methodologies (with improved environmental compatibilities at the same time) to meet the requirements of a more sustainable chemical industry, has created the need to search for alternative methodologies to traditionally wasteful and energy intensive protocols that also involve rather complex reaction conditions and media as well as homogeneous transition metal catalysts. In this contribution, we aim to provide an overview of the present and future of greener C-C and C-Heteroatom protocols with selected examples to highlight the latest trends in this field. © 2010 Bentham Science Publishers Ltd.",C-Ccouplings | C-Heteroatom couplings | Green Chemistry | Heterogeneous catalysis | Microwaves | Organic synthesis,19,0,,,,undefined,
820,2-s2.0-79953731201,10.2174/157017910794328529,,,Industrial applications of C-C coupling reactions,ar,Article,Budarin V.L.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,4,"Budarin, Vitaliy L.;Shuttleworth, Peter S.;Clark, James H.;Luque, Rafael",7003502240;6602561616;57218227445;26643003700,60016418;60016418;60016418;60003138,2010-12-01,December 2010,Current Organic Synthesis,15701794,4700152613,,Journal,7,6,,614-627,"Aromatic substitutions are a very important class of reaction for both the fine chemical and pharmaceutical industries. The use of palladium as a catalyst for these types of reactions is common during the research stages of product development. Its desirable criteria include high selectivity, being compatible with many types of functional groups, typical use without protection groups and strong bases, and introduction at relatively late stages of the total synthesis. However, its use is less common in large-scale manufacture due to their cost and availability of aromatic halides at scale. In addition, palladium contamination of pharmaceutical products has to be 10 ppm or less that is difficult to achieve without strenuous and typically wastefully remediation strategies in place. In this contribution, we aim to give an overview of the use of a range of greener methodologies and catalysts trends in C-C couplings at industrial scale, with selected examples of current compounds industrially produced via such reactions. © 2010 Bentham Science Publishers Ltd.",C-C couplings | Green Chemistry | Heterogeneous catalysis | Leaching | Palladium | Pharmaceutical | Scale-up applications,84,0,,,,undefined,
821,2-s2.0-77956908233,10.1007/978-90-481-3352-9_8,,,Biofuels for transport: Prospects and challenges,ch,Book Chapter,Luque R.,60052951;60003138,"Universidad Central ""Marta Abreu"" de Las Villas;Universidad de Córdoba",Santa Clara;Cordoba,Cuba;Spain,9,"Luque, Rafael;Pinzi, Sara;Campelo, Juan M.;Ruiz, Juan J.;Lopez, Iosvani;Luna, Diego;Marinas, Jose M.;Romero, Antonio A.;Dorado, M. Pilar",26643003700;24449455000;7004519315;57650318000;55958978000;24475210000;36041969900;7202648299;56243813900,60003138;60003138;60003138;60003138;60052951;60003138;60003138;60003138;60003138,2010-12-01,2010,Emerging Environmental Technologies,,21100273918,,Book,2,,,171-210,"Environmental issues, the growing demand for energy, political concerns and the medium-term depletion of petroleum created the need for the development of sustainable technologies based on renewable raw materials. The so-called biofuels might help to meet the future energy supply demands as well as contributing to a reduction of green house gases emissions. In this work, we aim to provide the latest update of the production and potential of biofuels in the transport sector including type of biofuel, feedstocks and technologies as well as some realistic engine tests for the widespread use of biofuels in our society. © 2010 Springer Science+Business Media B.V.",Biobutanol | Biodiesel | Bioethanol | Biogas | Emissions | Engine performance | First generation biofuels | Second generation biofuels | Synthetic fuels,5,0,,,,undefined,
822,2-s2.0-84941277521,10.1533/9780857090492,,,Handbook of Biofuels Production: Processes and Technologies,bk,Book,Luque R.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,3,"Luque, Rafael;Campelo, Juan M.;Clark, James H.",26643003700;7004519315;57218227445,60003138;60003138;60016418,2010-11-25,"November 25, 2010",Handbook of Biofuels Production: Processes and Technologies,,21100407551,,Book,,,,1-659,"In response to the global increase in the use of biofuels as substitute transportation fuels, advanced chemical, biochemical and thermochemical biofuels production routes are fast being developed. Research and development in this field is aimed at improving the quality and environmental impact of biofuels production, as well as the overall efficiency and output of biofuels production plants. The range of biofuels has also increased to supplement bioethanol and biodiesel production, with market developments leading to the increased production and utilisation of such biofuels as biosyngas, biohydrogen and biobutanol, among others. Handbook of biofuels production provides a comprehensive and systematic reference on the range of biomass conversion processes and technology. Part one reviews the key issues in the biofuels production chain, including feedstocks, sustainability assessment and policy development. Part two reviews chemical and biochemical conversion and in turn Part three reviews thermal and thermo-chemical conversion, with both sections detailing the wide range of processes and technologies applicable to the production of first, second and third generation biofuels. Finally, Part four reviews developments in the integration of biofuels production, including biorefineries and by-product valorisation, as well as the utilisation of biofuels in diesel engines. With its distinguished international team of contributors, Handbook of biofuels production is a standard reference for biofuels production engineers, industrial chemists and biochemists, plant scientists, academics and researchers in this area. A comprehensive and systematic reference on the range of biomass conversion processes and technologies. Addresses the key issues in the biofuels production chain, including feedstocks, sustainability assessment and policy development. Reviews chemical and bio-chemical conversion techniques as well as thermal and thermo-chemical conversion, detailing the range of processes and technologies applicable to biofuels production.",,27,0,,,,undefined,
823,2-s2.0-77957828291,10.1039/c0cc02015j,,,Fe/Al synergy in Fe<inf>2</inf>O<inf>3</inf> nanoparticles supported on porous aluminosilicate materials: Excelling activities in oxidation reactions,ar,Article,Mariana Balu A.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,7,"Mariana Balu, Alina;Pineda, Antonio;Yoshida, Kenta;Manuel Campelo, Juan;Gai, Pratibha L.;Luque, Rafael;Angel Romero, Antonio",22940159800;55412652100;55538753301;14058540800;7004561686;26643003700;36550143900,60003138;60003138;60016418;60003138;60016418;60003138;60003138,2010-11-07,7 November 2010,Chemical Communications,13597345,22781,,Journal,46,41,,7825-7827,"A synergetic Fe-Al effect in Fe2O3 nanoparticles supported on mesoporous aluminosilicates compared to pure siliceous silicates has been demonstrated, for the first time, by a remarkably superior catalytic activity of the former in the microwave-assisted selective oxidation of benzyl alcohol to benzaldehyde. This significant finding, that also deeply influences the acidity of the materials (increasing total and particularly Lewis acidity), can have important consequences in the improved efficiency of these systems in related oxidations as well as in acid catalysed processes. © The Royal Society of Chemistry.",,78,0,,,,undefined,
824,2-s2.0-78049376308,10.1039/c0gc00282h,,,Catalytically active self-assembled silica-based nanostructures containing supported nanoparticles,ar,Article,Gonzalez-Arellano C.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,4,"Gonzalez-Arellano, Camino;Balu, Alina Mariana;Luque, Rafael;Macquarrie, Duncan J.",6507019945;22940159800;26643003700;7005714660,60016418;60003138;60016418-60003138;60016418,2010-11-03,3 November 2010,Green Chemistry,14639262,24069,14639270,Journal,12,11,,1995-2002,"Self-assembled tubular silica-based nanostructures can be prepared using a simple, low-energy intensive and benign protocol under mild conditions (<100 °C) using microwave irradiation and conventional heating. These nanotubes were found to contain metal nanoparticles that are catalytically active in the microwave-assisted homocoupling of terminal alkynes. © 2010 The Royal Society of Chemistry.",,40,0,,,,undefined,
825,2-s2.0-78149235598,10.1039/c0ee00085j,,,Biodiesel as feasible petrol fuel replacement: A multidisciplinary overview,ar,Article,Luque R.,60020599;60016418;60003138,Universiteit Twente;University of York;Universidad de Córdoba,Enschede;York;Cordoba,Netherlands;United Kingdom;Spain,6,"Luque, Rafael;Lovett, Jon C.;Datta, Bipasa;Clancy, Joy;Campelo, Juan M.;Romero, Antonio A.",26643003700;57202040889;7102013308;24773035300;7004519315;7202648299,60003138;60016418-60020599;60016418;60020599;60003138;60003138,2010-11-01,November 2010,Energy and Environmental Science,17545692,17500155114,17545706,Journal,3,11,,1706-1721,"Biodiesel is a sustainable, non-toxic, biodegradable diesel fuel substitute that can be employed in current diesel car infrastructure without major modifications in the engines. It has a significant added value compared to petroleum-based diesel, reflected in a series of improved properties including fewer carcinogenic particulate matter emissions, increased lubricity and biodegradability as well as ease of handling, transport and storage. Nevertheless, it is essential that the biodiesel life-cycle is environmentally sustainable, economically viable, and socially acceptable; views that can only be properly analysed by means of a multi-angle approach. In this contribution, we aim to provide a multidisciplinary perspective on key issues for the successful implementation of biodiesel as a petrol fuel replacement including green chemistry methods to improve production and quality, the use of energy crops and feedstocks for second-generation biodiesel as well as socio-economic studies and the importance of governmental regulatory issues. © 2010 The Royal Society of Chemistry.",,221,0,repositoryam,Green,,undefined,
826,2-s2.0-77957227066,10.1016/j.matchemphys.2010.07.046,S0254058410005936,,Biomaterials supported CdS nanocrystals,ar,Article,Balu A.M.,60027546;60023141;60003138,"Payame Noor University;Institute of Physical Chemistry, Romanian Academy of Sciences;Universidad de Córdoba",Tehran;Bucharest;Cordoba,Iran;Romania;Spain,5,"Balu, Alina M.;Campelo, Juan M.;Luque, Rafael;Rajabi, Fatemeh;Romero, Antonio A.",22940159800;7004519315;26643003700;57203122491;7202648299,60023141-60003138;60003138;60003138;60027546;60003138,2010-11-01,1 November 2010,Materials Chemistry and Physics,02540584,17800,,Journal,124,1,,52-54,"CdS quantum dot materials were prepared through a simple room temperature deposition of CdS nanocrystals on biomaterials including starch and chitosan. Materials obtained were found to contain differently distributed CdS nanocrystals on the surface of the biopolymers, making them potentially interesting for biomedical applications as contrast agents and/or in photocatalysis. © 2010 Elsevier B.V. All rights reserved.",Biomaterials | CdS | Chitosan | Quantum dots | Starch,9,0,,,MICINN,CTQ2007-65754/PPQ,Ministerio de Ciencia e Innovación
827,2-s2.0-77956358321,10.1039/c0gc00083c,,,Magnetically separable nanoferrite-anchored glutathione: Aqueous homocoupling of arylboronic acids under microwave irradiation,ar,Article,Luque R.,60004505;60003138,US EPA National Risk Management Research Laboratory;Universidad de Córdoba,Cincinnati;Cordoba,United States;Spain,3,"Luque, Rafael;Baruwati, Babita;Varma, Rajender S.",26643003700;9238975800;7201793587,60003138;60004505;60004505,2010-09-03,3 September 2010,Green Chemistry,14639262,24069,14639270,Journal,12,9,,1540-1543,"A highly active, stable and magnetically separable glutathione-based organocatalyst provided very good to excellent yields to symmetric biaryls in the homocoupling of arylboronic acids under microwave irradiation. © 2010 The Royal Society of Chemistry.",,101,0,,,,undefined,
828,2-s2.0-77954597141,10.1039/c0cc00030b,,20526517,Introducing catalytic activity in helical nanostructures: Microwave assisted oxathioacetalisation catalysed by Al-containing helical mesoporous silicas,ar,Article,Carrillo A.I.,60010844;60003138,Universitat d'Alacant;Universidad de Córdoba,Alicante;Cordoba,Spain;Spain,4,"Carrillo, Adela I.;Serrano, Elena;Luque, Rafael;Matínez, Javier García",36196171100;57194093078;26643003700;57222219411,60010844;60010844;60003138;60010844,2010-07-28,28 July 2010,Chemical Communications,13597345,22781,,Journal,46,28,,5163-5165,"Al-containing helical mesoporous silicas have been synthesized and characterised by different techniques, showing outstanding activities (comparable to those obtained with sulfuric acid) in the oxathioacetalization of cyclohexane. © The Royal Society of Chemistry 2010.",,16,0,,,,undefined,
829,2-s2.0-77954566361,10.1039/c003410j,,,Highly active and selective supported iron oxide nanoparticles in microwave-assisted N-alkylations of amines with alcohols,ar,Article,Gonzalez-Arellano C.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,4,"Gonzalez-Arellano, Camino;Yoshida, Kenta;Luque, Rafael;Gai, Pratibha L.",6507019945;55538753301;26643003700;7004561686,60016418;60016418;60003138;60016418,2010-07-01,1 July 2010,Green Chemistry,14639262,24069,14639270,Journal,12,7,,1281-1287,Highly active and stable supported iron oxide nanoparticles show excellent activities and switchable selectivities to target products in the microwave-assisted N-alkylation of amines with alcohols. © 2010 The Royal Society of Chemistry.,,111,0,,,,undefined,
830,2-s2.0-77953183220,10.1039/c003600e,,20431824,One-step microwave-assisted asymmetric cyclisation/hydrogenation of citronellal to menthols using supported nanoparticles on mesoporous materials,ar,Article,Balu A.M.,60003138,Universidad de Córdoba,Cordoba,Spain,4,"Balu, Alina Mariana;Campelo, Juan Manuel;Luque, Rafael;Romero, Antonio Angel",22940159800;7004519315;26643003700;7202648299,60003138;60003138;60003138;60003138,2010-06-21,21 June 2010,Organic and Biomolecular Chemistry,14770520,26388,,Journal,8,12,,2845-2849,"The selective conversion of citronellal to menthols, with good diastereoselectivities to (-)-menthol for the case of (+)-citronellal as starting material, can effectively be carried out in a one-step reaction under microwave irradiation catalysed by supported nanoparticles on mesoporous materials. 2% Pt/Ga-MCM-41 was found to be the optimum catalyst for the reaction, with a quantitative conversion of starting material and selectivities above 85% to menthols obtained in short reaction times (typically 15 min). These results constitute the first report of a simple microwave-assisted one-step cyclisation/hydrogenation process for the production of menthols. © 2010 The Royal Society of Chemistry.",,30,0,,,,undefined,
831,2-s2.0-84885810048,10.1002/9783527630530.ch2,,,Designer Nanomaterials for the Production of Energy and High Value-Added Chemicals,ch,Book Chapter,Luque R.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,1,"Luque, Rafael",26643003700,60016418-60003138,2010-06-09,9 June 2010,"Ideas in Chemistry and Molecular Sciences: Advances in Nanotechnology, Materials and Devices",,21100262202,,Book,,,,23-64,,Biofuels | Fine chemicals | Microwave irradiation | Nanomaterials | Porous material | Supported metal nanoparticles,0,0,,,,undefined,
832,2-s2.0-76749161288,10.1016/j.biortech.2009.12.139,S0960852410000623,20110165,Phytosterols from Dunaliella tertiolecta and Dunaliella salina: A potentially novel industrial application,ar,Article,Francavilla M.,60021199;60003138,Consiglio Nazionale delle Ricerche;Universidad de Córdoba,Rome;Cordoba,Italy;Spain,3,"Francavilla, Matteo;Trotta, Pasquale;Luque, Rafael",36859865700;7005526652;26643003700,60021199;60021199;60003138,2010-06-01,June 2010,Bioresource Technology,09608524,15423,,Journal,101,11,,4144-4150,"Sterols have been extracted and analysed from Dunaliella tertiolecta and Dunaliella salina, in order to evaluate a potentially novel industrial exploitation of these microalgae as source of phytosterols. The effect of salt concentration on sterols yields has been studied varying the quantities of NaCl into culture medium. Twelve sterols were identified by Gas-chromatographic MS/MS analysis for both algal strains. The most abundant phytosterols were (22E,24R)-methylcholesta-5,7,22-trien-3β-ol (ergosterol) and (22E,24R)-ethylcholesta-5,7,22-trien-3β-ol (7-dehydroporiferasterol). The whole sterol fraction consisted mainly of phytosterols (C28 and C29 sterols). Good yields of total sterols were achieved at lower salt concentration (1.3% and 0.89% of dry weight in D. tertiolecta and D. salina, respectively, at 0.6 M NaCl), while an increase in salt concentration resulted in a significant decrease in total sterols yield. © 2010 Elsevier Ltd. All rights reserved.",Dunaliella salina | Dunaliella tertiolecta | Microalgae | Nutraceutics | Phytosterols,109,0,,,,RYC-04199,
833,2-s2.0-77950953197,10.1016/j.apcata.2010.02.028,S0926860X10001420,,Efficient hydrogenation of carbonyl compounds using low-loaded supported copper nanoparticles under microwave irradiation,ar,Article,Yoshida K.,60016418;60003138,University of York;Universidad de Córdoba,York;Cordoba,United Kingdom;Spain,4,"Yoshida, Kenta;Gonzalez-Arellano, Camino;Luque, Rafael;Gai, Pratibha L.",55538753301;6507019945;26643003700;7004561686,60016418;60016418;60003138;60016418,2010-05-15,15 May 2010,Applied Catalysis A: General,0926860X,16342,,Journal,379,1-2,,38-44,"Highly active and dispersed copper (Cu) nanoparticles on mesoporous silicas have been prepared via microwave irradiation of a solution of copper precursors with a previously synthesized mesoporous hexagonal silica (HMS) support. The protocol allowed differently low-loaded (typically 0.5 wt%) Cu materials containing Cu metal and small quantities of metal oxides. Materials were then tested as catalysts in the hydrogenation of carbonyl compounds under microwave irradiation. Cu materials were found to be highly active, selective and reusable in the reduction of substituted aromatic ketones and aldehydes, providing quantitative conversion of starting material within 5-10 min reaction at mild reaction conditions with complete selectivity to the alcohols. © 2010 Elsevier B.V. All rights reserved.",Cu | Metal nanoparticles | Microwave irradiation | Transfer hydrogenation,66,0,,,KAKEN,RYC-2009-04199,Japan Society for the Promotion of Science
